evt, m, deta, e_ratio
22634,1.52002,3.19578,0.677983
22635,1.46261,1.9972,0.162585
22636,2.05029,4.1805,0.0367048
22637,2.16206,4.92197,0.0217297
22638,1.76854,0.534244,0.886292
22639,1.43862,4.53725,0.00950929
22640,1.4689,2.06495,0.652908
22641,1.50761,0.332196,0.725932
22642,1.50528,0.937575,0.471588
22643,1.44069,0.756659,0.463966
22644,1.68522,2.76078,0.102848
22645,1.55235,1.14665,0.265705
22646,3.69939,0.112683,0.977592
22647,1.62755,0.885905,0.808124
22648,1.42668,4.2674,0.013905
22649,1.48495,4.99392,0.133498
22650,2.27132,0.538161,0.818321
22651,1.48391,2.10333,0.131101
22652,1.66369,2.97348,0.0229335
22653,1.41941,2.39321,0.197663
22654,1.5532,4.0131,0.13086
22655,1.44927,2.32171,0.0788301
22656,2.49668,6.57155,0.0210643
22657,1.52092,4.97504,0.137406
22658,1.61898,2.41157,0.181045
22659,1.46851,1.56862,0.507295
22660,1.53913,2.9693,0.0790302
22661,1.41656,4.38545,0.00838647
22662,1.4442,0.150449,0.839665
22663,2.49163,3.13644,0.0369004
22664,1.43319,3.50045,0.432301
22665,1.4462,6.07484,0.0142393
22666,1.66534,2.79389,0.56297
22667,1.42021,0.363595,0.5865
22668,1.53227,1.07766,0.33911
22669,1.53464,0.0243179,0.752695
22670,2.66834,1.72175,0.358902
22671,1.70539,1.75287,0.538296
22672,2.0651,0.992638,0.442835
22673,2.07581,3.72409,0.56587
22674,1.50867,3.3649,0.0978312
22675,1.97234,0.479092,0.745726
22676,1.7855,4.37632,0.128803
22677,2.08168,0.355915,0.983044
22678,1.4321,0.838934,0.63585
22679,1.54409,3.95343,0.0221622
22680,1.73703,4.23674,0.100729
22681,1.68426,1.344,0.483462
22682,2.31682,0.0511324,0.880698
22683,1.98111,0.167401,0.908635
22684,1.46125,1.84352,0.0300064
22685,1.58823,1.07779,0.425622
22686,1.43359,2.09262,0.220268
22687,1.48437,3.86508,0.544812
22688,1.44831,4.93704,0.0421849
22689,3.60052,0.941434,0.48192
22690,1.90329,0.603928,0.432379
22691,2.20505,4.51083,0.242244
22692,1.4733,4.74256,0.0280476
22693,1.71866,0.498077,0.462582
22694,1.51919,4.29648,0.764331
22695,1.61337,4.30087,0.224802
22696,1.5857,1.59374,0.0953427
22697,2.13964,2.80627,0.241696
22698,2.18175,4.9627,0.562903
22699,2.43542,2.17435,0.16526
22700,1.46339,3.47457,0.218663
22701,1.52651,2.65931,0.0913638
22702,1.4229,0.456445,0.789401
22703,1.54126,1.76173,0.226533
22704,1.62599,3.69839,0.0682736
22705,2.31206,6.08267,0.0203642
22706,1.47978,4.45074,0.150644
22707,2.14348,5.22555,0.135558
22708,1.47488,1.16007,0.637586
22709,1.58673,0.643843,0.562594
22710,1.70991,1.88155,0.442067
22711,1.64311,2.44041,0.0621336
22712,2.26807,4.19298,0.0197043
22713,2.83649,0.521138,0.497776
22714,1.68672,4.56544,0.0349301
22715,2.50271,3.41462,0.567013
22716,1.52731,2.96563,0.463878
22717,1.65459,2.09182,0.238049
22718,2.27237,1.88415,0.557514
22719,1.90547,5.56678,0.0596464
22720,1.70166,3.00907,0.327499
22721,1.8311,4.52693,0.0672943
22722,1.64438,0.809628,0.523886
22723,1.64404,0.791569,0.677981
22724,1.94291,5.41495,0.435883
22725,2.65995,5.96433,0.760112
22726,1.53058,6.85465,0.841332
22727,5.21096,0.00792409,0.944628
22728,1.64398,1.29027,0.869496
22729,1.99624,0.0580301,0.832457
22730,1.71647,5.5757,0.0860078
22731,2.05207,0.265444,0.802341
22732,1.77638,3.9549,0.112487
22733,1.43668,3.39125,0.662813
22734,1.60402,2.71386,0.162339
22735,1.96835,4.31939,0.0226102
22736,1.4697,1.17303,0.870276
22737,2.02513,2.01993,0.151837
22738,3.15495,0.454768,0.971548
22739,1.51453,3.69573,0.782125
22740,1.74553,1.35885,0.184411
22741,1.92164,3.01905,0.0401791
22742,1.59003,3.18448,0.563609
22743,1.80042,0.721455,0.5562
22744,1.44828,0.580277,0.437021
22745,1.59836,0.420658,0.626797
22746,1.41811,0.822291,0.493654
22747,1.95847,1.53256,0.366257
22748,1.63369,2.74908,0.0923273
22749,1.47371,0.527127,0.281957
22750,1.44597,0.776821,0.301437
22751,2.06549,3.64928,0.431763
22752,1.5003,1.48725,0.334539
22753,1.47672,3.81636,0.042091
22754,2.79335,4.28528,0.276392
22755,2.29917,4.13995,0.681178
22756,1.50578,1.69298,0.273472
22757,1.69091,0.137426,0.553395
22758,3.71041,6.02845,0.131512
22759,2.56621,0.0511635,0.890322
22760,1.60408,0.515082,0.634327
22761,4.14617,3.58968,0.438338
22762,1.48456,0.0029768,0.896729
22763,1.66368,2.6261,0.122567
22764,1.86572,4.56053,0.83851
22765,1.49234,1.01363,0.252115
22766,2.07955,0.347668,0.827362
22767,2.20097,2.73996,0.174022
22768,1.5761,2.29117,0.098675
22769,1.79934,3.74592,0.0245529
22770,1.5112,6.20765,0.076735
22771,1.77924,4.37749,0.102746
22772,1.83098,4.55275,0.0226455
22773,1.59574,0.181432,0.661068
22774,1.851,0.463265,0.581816
22775,1.8951,0.125813,0.883535
22776,1.61396,1.6145,0.629531
22777,1.45785,3.8674,0.0463209
22778,2.09086,0.0185865,0.978173
22779,1.42014,2.35334,0.130098
22780,1.66504,0.524434,0.780128
22781,1.43061,4.99981,0.0107876
22782,1.57437,0.806139,0.47902
22783,1.52835,0.325277,0.53607
22784,3.00534,0.251718,0.934564
22785,1.58347,3.05359,0.325526
22786,2.41703,4.11495,0.135197
22787,1.55236,4.07124,0.0388223
22788,1.78217,3.76118,0.349863
22789,1.449,2.11455,0.118836
22790,1.45543,1.86166,0.16673
22791,1.41592,1.3691,0.193177
22792,1.73451,4.25048,0.0683194
22793,1.42598,0.0731,0.801381
22794,1.73201,2.1656,0.162919
22795,1.4248,5.13878,0.0400341
22796,1.46029,0.499637,0.54999
22797,1.64055,1.60158,0.278246
22798,1.87992,4.16674,0.103576
22799,1.54234,0.735609,0.338013
22800,1.54409,3.48856,0.0482492
22801,1.86309,1.285,0.219626
22802,2.76042,4.12785,0.705051
22803,2.08654,2.64752,0.634459
22804,1.598,1.95103,0.894239
22805,1.91482,4.95934,0.0806339
22806,1.4604,5.45313,0.0258103
22807,1.90514,1.24119,0.688588
22808,2.96904,6.55333,0.101464
22809,1.42849,5.57192,0.742681
22810,1.64083,2.61733,0.065584
22811,2.10715,1.84676,0.708399
22812,1.81319,4.21622,0.109404
22813,2.57895,5.18669,0.0271929
22814,1.54254,0.791413,0.328552
22815,1.76766,0.466367,0.795509
22816,1.78267,1.80994,0.37367
22817,1.48732,4.95202,0.125484
22818,2.50429,2.66146,0.333269
22819,1.69504,2.99969,0.0270808
22820,1.44616,0.550148,0.857537
22821,1.63972,3.64842,0.0229285
22822,2.77889,1.3825,0.844333
22823,1.97978,0.796741,0.349974
22824,2.28235,0.452448,0.529688
22825,1.68795,3.27695,0.72471
22826,1.59229,0.198934,0.93381
22827,1.72196,3.14244,0.060607
22828,2.0829,5.27772,0.0279467
22829,1.83695,4.99507,0.118322
22830,1.43645,2.90956,0.0911987
22831,1.78072,3.61204,0.0474801
22832,1.98291,2.03998,0.394359
22833,1.70472,2.99437,0.130184
22834,1.45966,0.543028,0.76168
22835,1.54701,0.181721,0.588645
22836,1.66533,3.64098,0.109492
22837,1.86888,0.280779,0.832406
22838,1.82976,2.06933,0.832285
22839,1.9621,2.4875,0.815725
22840,1.90502,0.720108,0.878891
22841,1.49332,0.666654,0.693952
22842,1.50744,2.10768,0.604509
22843,1.56346,0.065376,0.775653
22844,1.48617,1.27437,0.19799
22845,1.51523,2.08073,0.777448
22846,2.00516,2.63173,0.0644109
22847,1.55159,0.755922,0.26764
22848,2.01779,4.12266,0.169839
22849,1.80573,3.83911,0.0233198
22850,1.67874,1.26959,0.30083
22851,1.74615,2.4326,0.0744407
22852,1.93902,2.38517,0.0893936
22853,1.53299,3.68374,0.0135844
22854,1.46004,1.50111,0.153462
22855,1.56926,4.45462,0.378196
22856,1.58567,2.22019,0.124737
22857,2.28932,1.97708,0.755277
22858,1.45726,6.17474,0.077396
22859,1.68996,0.707546,0.351498
22860,2.28198,3.34158,0.0931728
22861,1.50787,4.32102,0.538378
22862,1.4751,2.72364,0.756015
22863,1.52042,1.34437,0.224422
22864,2.53901,1.85102,0.871558
22865,2.11428,4.8853,0.0300061
22866,1.98311,3.18676,0.541391
22867,1.80807,1.18885,0.840863
22868,1.67932,4.25703,0.360536
22869,1.61665,2.40415,0.348835
22870,1.58911,5.32956,0.180452
22871,1.47826,0.611425,0.333289
22872,1.66885,4.40324,0.0221043
22873,1.85094,1.75976,0.387179
22874,4.18951,3.28061,0.0706304
22875,1.65709,3.9571,0.780563
22876,2.16586,5.10928,0.449219
22877,1.77532,1.04457,0.224731
22878,1.61639,3.98527,0.467212
22879,2.21795,3.50126,0.174114
22880,1.83601,0.0694691,0.875332
22881,1.56615,4.37361,0.555781
22882,1.47913,2.52268,0.25059
22883,1.52877,4.01785,0.248746
22884,1.59463,3.25837,0.0428956
22885,2.24346,1.44181,0.3282
22886,2.19287,0.724459,0.789239
22887,1.929,1.37163,0.231902
22888,1.61541,1.34012,0.42255
22889,1.63594,4.24879,0.816397
22890,1.6108,1.0073,0.225572
22891,1.77527,1.76442,0.245058
22892,1.53339,2.88607,0.444465
22893,1.47877,3.26771,0.229295
22894,1.46247,0.200412,0.713628
22895,1.82464,1.50831,0.1366
22896,1.52992,0.920111,0.0797153
22897,1.48241,0.962888,0.349113
22898,2.27322,0.542731,0.691183
22899,2.46255,2.73393,0.216129
22900,1.67249,2.94613,0.227296
22901,2.22637,2.86699,0.851236
22902,2.73091,2.93936,0.0371415
22903,1.67515,0.582436,0.452008
22904,1.51332,4.02986,0.0715046
22905,1.48317,1.56501,0.800247
22906,2.931,1.69092,0.303366
22907,2.08636,1.44884,0.307552
22908,2.47781,0.935629,0.491027
22909,2.27123,2.13257,0.183616
22910,1.53536,0.521345,0.684317
22911,1.48453,3.82246,0.083347
22912,2.59069,0.256537,0.788852
22913,1.5183,1.19924,0.402847
22914,2.00272,1.06443,0.804117
22915,3.03213,4.83336,0.0115488
22916,1.64658,4.52181,0.0129694
22917,1.59531,3.08973,0.0401558
22918,1.4426,2.7326,0.22769
22919,4.82532,0.10221,0.914479
22920,1.57902,3.56213,0.464925
22921,1.69973,0.303637,0.860287
22922,2.93413,2.67736,0.270176
22923,2.96324,0.0214856,0.712976
22924,1.45313,2.87648,0.034068
22925,1.78106,3.75272,0.0156372
22926,1.41718,5.16932,0.0931989
22927,1.47729,1.07366,0.438027
22928,2.62962,1.18885,0.904108
22929,1.72864,6.35121,0.0247987
22930,1.78913,5.51173,0.103745
22931,3.16754,0.546149,0.500937
22932,1.50611,2.07823,0.351284
22933,1.56869,1.21208,0.373127
22934,1.42206,2.66163,0.243553
22935,2.55724,2.63771,0.129532
22936,1.56914,3.62039,0.749062
22937,2.1171,6.16992,0.0141722
22938,1.68958,3.18294,0.478939
22939,3.12214,0.265563,0.767722
22940,1.58784,3.06314,0.252608
22941,8.72612,8.14719,0.0911954
22942,2.28998,2.87322,0.116351
22943,2.79866,2.08159,0.0711698
22944,2.67622,1.62978,0.442143
22945,2.37956,4.35369,0.123628
22946,1.90349,1.05432,0.665979
22947,1.47349,3.66023,0.0814398
22948,1.65531,1.30347,0.405968
22949,2.26862,0.51391,0.572446
22950,2.09704,3.61792,0.0857768
22951,1.45503,2.57644,0.483789
22952,1.72284,5.20395,0.379898
22953,1.75474,3.06761,0.695334
22954,1.46813,2.62628,0.374313
22955,1.73557,4.58725,0.03037
22956,1.905,4.59033,0.0993287
22957,1.76073,6.16062,0.0115441
22958,1.87923,4.144,0.058677
22959,1.67994,1.15954,0.876875
22960,1.47587,0.887924,0.501295
22961,1.92555,3.57588,0.194929
22962,1.58452,0.145797,0.938767
22963,2.32663,1.2648,0.212949
22964,2.46491,3.44048,0.0627729
22965,1.4854,5.64827,0.0122706
22966,2.8629,5.11004,0.0203731
22967,1.98677,3.04881,0.737054
22968,1.67035,5.13082,0.0374143
22969,1.64884,0.565498,0.903894
22970,1.46364,2.92986,0.300906
22971,2.28772,3.08379,0.561158
22972,1.43628,1.65573,0.294415
22973,1.42927,0.322116,0.431206
22974,1.9432,1.21575,0.538603
22975,1.52005,2.53546,0.414537
22976,1.87524,1.82699,0.152435
22977,2.30192,0.153154,0.766542
22978,1.66682,8.96648,0.151501
22979,3.56463,5.31952,0.0198466
22980,1.44101,2.36582,0.0888168
22981,3.01125,0.0341609,0.914001
22982,1.42376,1.0219,0.372569
22983,1.56907,3.06551,0.859386
22984,1.53084,2.04154,0.282772
22985,2.70861,1.2874,0.482264
22986,1.69383,3.96905,0.0350595
22987,1.70656,1.27725,0.385671
22988,2.55729,0.635739,0.531109
22989,2.30295,0.657474,0.334742
22990,1.46048,2.79855,0.108207
22991,1.42796,2.36329,0.203208
22992,1.49871,3.66772,0.0525008
22993,2.23219,1.26147,0.754899
22994,1.86726,5.33136,0.0286985
22995,1.48416,1.00776,0.300063
22996,2.59015,3.72534,0.173963
22997,2.20174,0.958839,0.937638
22998,1.54695,1.05096,0.701282
22999,1.71758,1.47176,0.404308
23000,2.5961,0.614733,0.498763
23001,1.54623,1.63992,0.48818
23002,1.71805,5.67371,0.179803
23003,1.9062,2.01348,0.182535
23004,1.75237,0.816454,0.410758
23005,1.89874,0.830116,0.912431
23006,1.60392,1.37617,0.81084
23007,2.39814,1.57819,0.371305
23008,4.95547,2.76952,0.794498
23009,2.16252,4.91704,0.0112424
23010,1.51605,2.11925,0.26873
23011,1.67768,0.080848,0.73325
23012,1.47269,2.44513,0.200577
23013,1.73058,1.03645,0.4501
23014,1.48215,0.944114,0.417013
23015,2.64999,0.350853,0.90138
23016,2.86597,4.09451,0.0975044
23017,1.42404,3.9143,0.0773599
23018,1.42607,2.7664,0.0523508
23019,1.92907,3.40294,0.0379779
23020,1.664,2.89555,0.914857
23021,1.65233,1.94612,0.697483
23022,1.4842,1.90936,0.213778
23023,2.12422,4.0236,0.0465793
23024,1.94585,3.03131,0.352352
23025,1.57187,1.28555,0.175345
23026,1.65957,2.12961,0.344347
23027,1.47995,1.87118,0.214982
23028,1.71612,0.0706431,0.979023
23029,1.43327,1.5636,0.307345
23030,1.43582,0.954214,0.322688
23031,2.39619,0.432246,0.755525
23032,2.08731,0.603526,0.684728
23033,1.45564,3.85922,0.271025
23034,3.12075,6.33605,0.0853689
23035,1.66111,4.47934,0.562017
23036,1.91181,1.03376,0.981774
23037,2.12383,2.00935,0.859733
23038,1.58059,1.5998,0.571498
23039,2.08575,2.13215,0.218473
23040,1.72284,3.44104,0.52379
23041,1.69581,5.94544,0.375075
23042,1.70722,1.15977,0.185179
23043,6.42268,0.664959,0.49607
23044,1.5025,5.90621,0.727431
23045,1.61828,1.57342,0.152858
23046,1.52675,1.57722,0.391619
23047,2.05018,3.35477,0.264536
23048,1.48012,3.52084,0.0337422
23049,1.42115,0.307617,0.739691
23050,1.63763,4.15973,0.514501
23051,1.51687,1.31932,0.365597
23052,1.67242,2.17986,0.401029
23053,2.23294,3.22399,0.129172
23054,2.04467,0.729495,0.850576
23055,1.63216,0.961091,0.889959
23056,1.55712,2.3233,0.423944
23057,2.0579,2.27017,0.310367
23058,2.00978,2.4218,0.0880302
23059,1.42949,0.506706,0.845309
23060,1.46303,1.31659,0.289521
23061,1.67681,2.24662,0.147292
23062,1.48779,7.03643,0.0115362
23063,1.91735,0.635805,0.497458
23064,1.51182,0.41605,0.603819
23065,1.46341,0.996958,0.440402
23066,2.02422,4.52164,0.0825718
23067,1.65746,1.70042,0.236526
23068,1.48501,3.37968,0.0860332
23069,1.55198,1.54363,0.652354
23070,1.99385,2.42628,0.0976449
23071,1.5459,1.94991,0.79102
23072,1.84526,2.36788,0.57132
23073,2.08819,1.84079,0.221195
23074,1.67831,0.659495,0.901941
23075,1.67046,0.950032,0.301602
23076,1.7579,5.12927,0.0548614
23077,1.5703,1.70193,0.221602
23078,2.18731,3.80938,0.0186613
23079,1.75902,0.971014,0.457457
23080,2.54428,4.91086,0.720464
23081,1.9172,5.3376,0.0394969
23082,1.47894,0.740921,0.879459
23083,1.43149,3.2613,0.555217
23084,2.84475,5.22907,0.146875
23085,2.37578,0.093847,0.570687
23086,1.92085,1.45682,0.360301
23087,1.48357,4.2357,0.0126217
23088,2.27013,3.53933,0.0434777
23089,1.65787,1.39978,0.182273
23090,1.65981,4.67064,0.0285656
23091,1.73455,1.5846,0.651787
23092,1.50647,2.17257,0.205616
23093,1.44274,2.63181,0.0945392
23094,1.58099,5.67525,0.0321283
23095,1.75358,0.264418,0.499353
23096,1.5047,3.01835,0.266181
23097,1.42019,0.540547,0.526885
23098,1.72819,4.1536,0.0837704
23099,1.459,1.40735,0.257708
23100,1.63406,2.37035,0.263378
23101,1.76427,2.79925,0.0767167
23102,1.93883,0.72718,0.749444
23103,1.47507,1.34483,0.24193
23104,1.73478,5.77916,0.105864
23105,1.7134,2.39379,0.606649
23106,2.26681,3.11066,0.0366351
23107,1.92812,3.44078,0.117685
23108,1.67717,2.23835,0.0442344
23109,1.43196,5.4339,0.0137909
23110,1.66821,0.358163,0.988497
23111,1.5218,0.386869,0.755083
23112,1.67405,3.98787,0.159527
23113,1.63235,4.90196,0.023703
23114,1.82028,4.26484,0.0328285
23115,2.35828,1.68579,0.409863
23116,1.62911,3.44442,0.107893
23117,2.24355,1.69923,0.549119
23118,2.50201,4.11405,0.66412
23119,2.72955,2.6695,0.118267
23120,1.44361,5.10002,0.0507589
23121,2.82852,4.3413,0.0736099
23122,3.34385,0.942196,0.366917
23123,2.43918,3.32815,0.0730837
23124,1.61524,1.04392,0.884129
23125,1.48458,1.26395,0.487738
23126,1.74629,2.35706,0.282895
23127,1.72384,1.69738,0.195479
23128,2.64072,5.21854,0.0104636
23129,1.73696,3.00762,0.28888
23130,2.3114,0.457058,0.469529
23131,1.46608,1.84745,0.36259
23132,1.59654,1.41846,0.285511
23133,1.80438,3.81689,0.390303
23134,1.43105,1.59278,0.537248
23135,2.52953,0.213455,0.972008
23136,2.01116,6.61655,0.0122287
23137,2.07563,2.04788,0.166789
23138,2.09357,0.758483,0.353041
23139,1.59618,1.40996,0.419895
23140,1.54622,1.10058,0.387546
23141,2.1132,0.886186,0.494604
23142,2.10605,2.95538,0.459253
23143,1.42303,1.32313,0.214327
23144,1.56266,3.56409,0.0337934
23145,1.99434,3.86398,0.767981
23146,1.53747,2.24034,0.363887
23147,1.60307,2.18506,0.200766
23148,1.67202,2.67495,0.161554
23149,1.68656,4.90122,0.341959
23150,1.66122,1.47061,0.38585
23151,1.45756,2.51497,0.0825319
23152,1.70241,2.33744,0.468392
23153,1.88435,2.58873,0.971316
23154,1.53677,1.49541,0.800211
23155,1.62263,0.865833,0.356629
23156,1.5537,0.689826,0.946587
23157,1.64876,1.06012,0.543969
23158,1.54916,2.39918,0.151023
23159,2.0546,0.0206564,0.531197
23160,1.86317,3.52377,0.168299
23161,3.08985,4.88902,0.057993
23162,2.2727,2.91467,0.119234
23163,1.42755,2.66421,0.0353611
23164,1.53389,0.827691,0.552462
23165,1.57143,2.32872,0.10555
23166,1.80857,0.753715,0.521169
23167,1.78368,3.86845,0.0799542
23168,1.74946,0.940855,0.299135
23169,2.05718,1.37789,0.316115
23170,1.63418,2.11408,0.240144
23171,1.66388,2.12858,0.0961483
23172,2.8998,1.43172,0.292809
23173,2.80528,1.80978,0.317908
23174,1.44255,0.110679,0.968879
23175,1.4946,0.555606,0.816186
23176,1.93038,0.719683,0.744835
23177,1.48749,3.50413,0.032778
23178,1.55207,0.895718,0.505172
23179,1.80915,0.335248,0.896308
23180,1.5712,0.308266,0.530229
23181,1.67204,0.817208,0.806895
23182,1.55865,2.90177,0.391712
23183,1.74919,0.146005,0.638072
23184,1.54566,2.47576,0.30383
23185,1.58732,3.18924,0.0313272
23186,1.43063,3.45872,0.0648549
23187,1.55563,1.9172,0.0780236
23188,1.51307,2.0997,0.203756
23189,2.00544,0.876116,0.344454
23190,1.52471,1.67087,0.17866
23191,1.51019,3.00614,0.0411033
23192,1.60037,6.21144,0.165595
23193,1.62621,3.99735,0.0353193
23194,1.44501,0.976912,0.776575
23195,1.41861,0.590223,0.271573
23196,1.7519,4.85628,0.0287214
23197,1.48638,3.48651,0.341301
23198,1.8671,0.202361,0.64266
23199,1.41659,0.57771,0.995684
23200,2.70915,0.4884,0.622009
23201,1.56314,2.3744,0.0536101
23202,1.61513,0.67484,0.388757
23203,1.5758,5.41977,0.0218424
23204,1.7541,0.988801,0.802924
23205,1.94231,0.73403,0.740424
23206,1.92204,4.46803,0.322963
23207,1.54782,3.87981,0.0482005
23208,2.18584,2.71978,0.0716814
23209,1.61024,2.59275,0.344153
23210,1.41596,1.56666,0.307304
23211,1.41748,5.59997,0.0525847
23212,2.34668,6.14747,0.830508
23213,2.00339,3.04298,0.0977704
23214,1.63132,0.197837,0.60912
23215,1.91338,3.20123,0.179765
23216,1.49528,3.71101,0.0359217
23217,1.54023,4.72748,0.0376184
23218,1.83662,2.17207,0.736791
23219,2.85934,0.483369,0.673185
23220,2.57297,3.54642,0.396168
23221,1.46665,2.45337,0.385456
23222,1.71661,0.281676,0.756207
23223,1.65104,2.90896,0.315632
23224,1.71289,2.76169,0.0600263
23225,2.50192,0.799041,0.787385
23226,1.43817,4.52656,0.957076
23227,1.85016,1.92436,0.219854
23228,1.44207,2.63719,0.0395878
23229,1.44183,3.22812,0.517341
23230,1.65215,2.13381,0.208229
23231,1.45748,4.19798,0.041623
23232,2.07987,5.00686,0.698089
23233,1.46491,0.597096,0.667406
23234,1.8043,0.59853,0.611956
23235,1.645,5.92888,0.159247
23236,1.59547,0.716655,0.455289
23237,4.49709,3.93674,0.057124
23238,1.85826,5.3061,0.891288
23239,2.08598,4.49968,0.259843
23240,1.85599,0.023396,0.764824
23241,1.659,2.99869,0.515321
23242,1.89974,3.82274,0.971446
23243,1.50062,3.79578,0.506593
23244,2.07768,2.81889,0.89935
23245,1.52353,3.083,0.130926
23246,1.74359,0.0297568,0.608446
23247,1.47553,2.31232,0.201283
23248,1.49023,1.02534,0.647967
23249,1.51798,2.11612,0.330983
23250,2.0783,3.17363,0.190193
23251,1.52458,3.28719,0.142321
23252,1.61306,0.906422,0.500558
23253,1.55919,3.20431,0.229205
23254,1.88946,1.53143,0.494841
23255,1.60634,2.74634,0.176647
23256,1.64965,2.62915,0.0694473
23257,1.51081,0.676634,0.807062
23258,2.38418,1.60224,0.220725
23259,2.43047,1.40319,0.293828
23260,1.80851,0.162991,0.837157
23261,2.34877,0.469831,0.611058
23262,1.4705,3.93772,0.842778
23263,2.04021,0.367108,0.671009
23264,1.45676,4.03748,0.0651319
23265,1.46217,5.47421,0.787135
23266,1.52452,1.87389,0.268684
23267,1.59096,3.47675,0.0927448
23268,1.74508,1.71929,0.161082
23269,1.60087,5.60514,0.0167664
23270,1.58301,5.0428,0.0264855
23271,1.624,4.96361,0.011545
23272,1.76236,3.22836,0.10741
23273,1.43222,1.83886,0.160448
23274,1.59655,3.4765,0.316237
23275,1.58258,1.98244,0.113102
23276,1.64681,2.86852,0.0395983
23277,6.24806,2.8422,0.378267
23278,1.85936,1.756,0.259353
23279,1.81759,2.80291,0.0803816
23280,1.64197,0.704092,0.968486
23281,1.67684,1.17894,0.710148
23282,1.94198,3.61651,0.0531716
23283,1.68355,0.335601,0.559656
23284,1.41983,0.992723,0.238942
23285,1.42559,5.48038,0.303583
23286,1.63807,1.81488,0.286136
23287,1.54121,3.25621,0.0465049
23288,1.68369,3.43993,0.057198
23289,2.4442,1.80384,0.981233
23290,1.83261,1.16579,0.452825
23291,2.00153,1.84551,0.542006
23292,1.86283,0.543094,0.85924
23293,1.66637,1.09386,0.275093
23294,2.49034,0.787365,0.608922
23295,1.91129,0.839109,0.798701
23296,1.5466,0.988342,0.622724
23297,1.77764,1.54001,0.134054
23298,1.45842,3.75717,0.0519092
23299,1.54594,1.18269,0.314076
23300,1.79287,1.56633,0.10793
23301,1.53974,3.15502,0.0362405
23302,1.97049,3.06772,0.0888338
23303,1.44882,4.90657,0.0289242
23304,2.36625,0.775932,0.350364
23305,1.50214,3.59945,0.755264
23306,1.55977,2.94891,0.0468844
23307,2.22437,0.0596034,0.947136
23308,1.57295,1.7038,0.288619
23309,1.65176,2.50543,0.828582
23310,1.89665,2.51315,0.625675
23311,1.53885,4.75924,0.0438236
23312,1.69847,2.40444,0.718322
23313,1.5332,3.46562,0.0387986
23314,1.75748,3.6526,0.0336043
23315,2.35515,4.19297,0.0386393
23316,1.69964,3.40622,0.026326
23317,1.68685,5.92743,0.0249623
23318,1.62288,1.62711,0.145418
23319,1.79033,5.0796,0.621395
23320,1.47786,4.49647,0.574584
23321,1.46697,2.76731,0.0440666
23322,2.43928,0.7578,0.371552
23323,1.71283,1.8783,0.290244
23324,1.42944,1.66561,0.859569
23325,1.67262,3.34047,0.138465
23326,1.61987,3.90967,0.0253905
23327,2.09181,1.62116,0.160977
23328,1.80369,0.790821,0.425108
23329,1.56162,2.41412,0.575417
23330,2.76822,3.61307,0.171122
23331,2.94446,3.12258,0.0218529
23332,1.48544,2.88582,0.0148971
23333,1.57215,4.08869,0.307103
23334,1.41674,1.64232,0.335842
23335,1.52125,1.06123,0.235398
23336,2.63883,4.76552,0.0208957
23337,1.51576,0.947331,0.375023
23338,3.1341,0.43873,0.901687
23339,1.61763,3.66906,0.325044
23340,1.65956,4.29856,0.17369
23341,1.51687,4.61044,0.0292524
23342,1.90309,2.02034,0.270113
23343,2.0937,0.0567811,0.922515
23344,3.07542,0.659159,0.692345
23345,1.51658,1.58527,0.480313
23346,1.58572,0.728787,0.673093
23347,4.88532,0.860698,0.619674
23348,2.07905,2.26112,0.190305
23349,1.44616,1.55906,0.30318
23350,1.98926,2.29159,0.19088
23351,2.98097,0.432776,0.480201
23352,1.61048,2.43186,0.0579082
23353,2.84495,1.24872,0.374554
23354,1.53645,3.18779,0.129771
23355,1.77413,2.15472,0.414991
23356,2.22432,4.15763,0.0290709
23357,2.1519,4.05792,0.826075
23358,1.98641,2.22227,0.611117
23359,1.48914,1.93614,0.881708
23360,1.45665,3.70022,0.0343644
23361,1.42273,1.0645,0.978026
23362,1.48307,1.04643,0.312614
23363,2.4521,4.96842,0.308783
23364,2.70294,4.83573,0.029527
23365,1.48419,3.16361,0.590531
23366,1.74906,2.43276,0.0394385
23367,1.60399,0.699653,0.141043
23368,1.82912,0.654521,0.29457
23369,2.10685,5.26037,0.013285
23370,2.04557,2.8547,0.277898
23371,1.52453,1.14155,0.439098
23372,1.65116,4.20352,0.0333293
23373,2.3713,1.03548,0.487514
23374,1.461,0.012201,0.857225
23375,1.78198,3.48042,0.817434
23376,2.87057,0.904431,0.863911
23377,1.58135,4.50544,0.0238794
23378,1.47535,3.64805,0.19218
23379,1.70461,0.298178,0.703359
23380,1.68343,2.29925,0.26569
23381,1.59726,0.732537,0.418286
23382,1.74352,2.88198,0.385604
23383,1.65295,1.27519,0.35281
23384,1.86583,4.05551,0.273664
23385,2.01908,3.73852,0.357998
23386,2.0316,0.8015,0.799143
23387,1.98494,1.14446,0.693752
23388,1.93962,2.35045,0.136233
23389,1.5003,4.90899,0.163279
23390,1.51783,3.3241,0.263109
23391,1.55235,3.18561,0.0718569
23392,1.74141,3.55748,0.223965
23393,1.76193,3.78899,0.590087
23394,1.72488,0.0126168,0.820502
23395,1.71264,2.76194,0.0742407
23396,4.70762,5.01787,0.018542
23397,1.44995,2.64147,0.156063
23398,1.76794,3.37791,0.121433
23399,1.4803,0.175512,0.861601
23400,1.52765,3.1935,0.093493
